mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__max_depth,param_rf__max_features,param_rf__max_samples,param_rf__min_samples_leaf,param_rf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.42659764289855956,0.02022315108922832,0.06579265594482422,0.01152971378891646,2,0.11795136872466364,0.9305545718151421,6,77,"{'rf__max_depth': 2, 'rf__max_features': 0.11795136872466364, 'rf__max_samples': 0.9305545718151421, 'rf__min_samples_leaf': 6, 'rf__n_estimators': 77}",-43015.187467692514,-47659.8429228161,-39154.228513776296,-49955.66915494911,-45213.327308025044,-44999.65107345181,3736.0796066604457,24
3.0142438888549803,0.07684754641079804,0.0952733039855957,0.02728905860038079,4,0.6296057319798265,0.7139055556856037,28,139,"{'rf__max_depth': 4, 'rf__max_features': 0.6296057319798265, 'rf__max_samples': 0.7139055556856037, 'rf__min_samples_leaf': 28, 'rf__n_estimators': 139}",-31846.708615021344,-35912.704965006844,-30021.84833414855,-38413.20842397342,-34165.271101160935,-34071.94828786222,2952.9183902701798,16
1.8194760799407959,0.11840403196298216,0.07118415832519531,0.009465309117400756,8,0.132844317978382,0.5847959825435172,1,83,"{'rf__max_depth': 8, 'rf__max_features': 0.132844317978382, 'rf__max_samples': 0.5847959825435172, 'rf__min_samples_leaf': 1, 'rf__n_estimators': 83}",-25886.20604765361,-29876.248465330573,-26012.426225379553,-32126.177904202563,-29178.053754444758,-28615.822479402217,2385.6173541033727,6
36.928049659729005,0.51434605437291,0.19730219841003419,0.015455642143368307,16,0.1955046008969886,0.9049678323968392,1,397,"{'rf__max_depth': 16, 'rf__max_features': 0.1955046008969886, 'rf__max_samples': 0.9049678323968392, 'rf__min_samples_leaf': 1, 'rf__n_estimators': 397}",-23162.559281783437,-26923.843814195505,-23337.78463611982,-29957.799306709636,-26246.980575143767,-25925.79352279043,2517.522179306099,1
10.352093601226807,0.3106097809543487,0.284406852722168,0.03265948964264089,6,0.14609468585901467,0.8936921714505415,3,678,"{'rf__max_depth': 6, 'rf__max_features': 0.14609468585901467, 'rf__max_samples': 0.8936921714505415, 'rf__min_samples_leaf': 3, 'rf__n_estimators': 678}",-26840.10591877537,-31528.22822148654,-27420.593404151718,-33319.78763883092,-30476.09669260719,-29916.962375170348,2457.1093699781186,10
1.1649134635925293,0.07603173449366049,0.07809462547302246,0.01711610820073581,7,0.17075330510491368,0.6266160077453548,3,55,"{'rf__max_depth': 7, 'rf__max_features': 0.17075330510491368, 'rf__max_samples': 0.6266160077453548, 'rf__min_samples_leaf': 3, 'rf__n_estimators': 55}",-26774.13788833262,-30181.96264604643,-27367.93815305841,-33623.32762148346,-29542.066108691335,-29497.886483522452,2426.7122993235007,8
2.3545039653778077,0.2158577589539171,0.10559511184692383,0.020711030636372144,22,0.1018545918703549,0.6838409501150633,9,126,"{'rf__max_depth': 22, 'rf__max_features': 0.1018545918703549, 'rf__max_samples': 0.6838409501150633, 'rf__min_samples_leaf': 9, 'rf__n_estimators': 126}",-27688.52333672239,-32647.47482245711,-27934.438442232542,-35792.653148301324,-32604.152825219633,-31333.448514986598,3100.4712407107672,14
0.880455493927002,0.028484985298183996,0.0929908275604248,0.009333984419984497,4,0.10556011707391706,0.7194039864591645,5,110,"{'rf__max_depth': 4, 'rf__max_features': 0.10556011707391706, 'rf__max_samples': 0.7194039864591645, 'rf__min_samples_leaf': 5, 'rf__n_estimators': 110}",-32241.81111170395,-37459.5174440335,-32046.80552369059,-39576.817883472795,-35661.89661000232,-35397.369714580636,2931.6904756951676,17
2.7899381160736083,0.048542602050711536,0.10079808235168457,0.0187521639412536,5,0.373189420594046,0.748963464468663,1,127,"{'rf__max_depth': 5, 'rf__max_features': 0.373189420594046, 'rf__max_samples': 0.748963464468663, 'rf__min_samples_leaf': 1, 'rf__n_estimators': 127}",-28328.64850737048,-32031.04839486255,-27016.494209754426,-33021.31613977689,-29085.27827495248,-29896.55710534337,2268.5433689084753,9
3.704768419265747,0.26047618024376584,0.19712109565734864,0.04392918944165983,4,0.3372807516851005,0.6044164676117838,24,285,"{'rf__max_depth': 4, 'rf__max_features': 0.3372807516851005, 'rf__max_samples': 0.6044164676117838, 'rf__min_samples_leaf': 24, 'rf__n_estimators': 285}",-31103.494276700323,-35924.777410044226,-30049.101806186245,-38674.25301204394,-34111.781133896955,-33972.68152777434,3148.3810051859527,15
5.778275489807129,0.41841130992828307,0.3369035243988037,0.061250401209329876,4,0.10869990427371674,0.7637161674618899,58,859,"{'rf__max_depth': 4, 'rf__max_features': 0.10869990427371674, 'rf__max_samples': 0.7637161674618899, 'rf__min_samples_leaf': 58, 'rf__n_estimators': 859}",-37858.642356998585,-42295.59959376167,-33769.245753397416,-45058.604382233985,-40918.9237069676,-39980.20315867185,3875.8077360010143,20
6.865410661697387,0.34056982297402943,0.07660174369812012,0.011039459487744855,25,0.19937941437679013,0.7664775448488621,1,74,"{'rf__max_depth': 25, 'rf__max_features': 0.19937941437679013, 'rf__max_samples': 0.7664775448488621, 'rf__min_samples_leaf': 1, 'rf__n_estimators': 74}",-23844.27327255172,-27199.482170598596,-24000.856161169482,-30004.135725631775,-26723.31359971535,-26354.412185933383,2280.8216403075576,3
11.17472972869873,0.7324810378860543,0.1974020481109619,0.046863480509212935,21,0.6939201551971299,0.7173677541616024,66,562,"{'rf__max_depth': 21, 'rf__max_features': 0.6939201551971299, 'rf__max_samples': 0.7173677541616024, 'rf__min_samples_leaf': 66, 'rf__n_estimators': 562}",-35618.90557843967,-39913.22430741772,-31521.411715392052,-41781.75012381718,-38123.74671635773,-37391.80768828487,3571.26313410235,19
